Name	AppID	Genre	Tags	Votes_total	Positive_rating	Played_time	Time_to_finish	Time_to_complete	100% Completed	Developer	Publisher
Flatout 3	201510	Racing	Psychological Horror, Combat Racing, Racing, Automobile Sim, Destruction, Horror, Multiplayer, Violent, Vehicular Combat, Memes, Singleplayer, Illuminati, Hentai, NSFW, Gore, Driving, Sexual Content, Action, Comedy, Cold War	3295	16.5098634294385	NA	5	17	NA	Team 6 Studios	Strategy First
Flora's Fruit Farm	35070	Casual	Farming Sim, Casual, Agriculture	154	54.5454545454545	NA	4	6	NA	Honeyslug	Square Enix
Flow:The Sliding	661000	Casual, Indie	Indie, Casual, Difficult, Minimalist, Puzzle, Rhythm, Relaxing, Sports, Strategy, Action, Arcade, Trading Card Game, FPS, 2D, Family Friendly, Funny, Music-Based Procedural Generation, Singleplayer, Great Soundtrack, Open World	290	77.2413793103448	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Cubamano	EasyGames
Fluffy Horde	777880	Action, Indie, Strategy	Tower Defense, Indie, Strategy, Action, Side Scroller, 2D, Puzzle, Pixel Graphics, Comedy	366	60.9289617486339	NA	10	15	NA	Turtle Juice	Turtle Juice
Football Club Simulator - FCS #21	324090	Casual, Simulation, Sports, Strategy	Football (Soccer), Casual, Retro, Funny, RTS, Sports, Strategy, Tactical, Building, Management, Trading, Economy, Simulation, Life Sim, Singleplayer, Immersive Sim, Asynchronous Multiplayer, 2D, 3D, Isometric	261	65.5172413793103	NA	NA	NA	NA	Dinamic Games	FX Interactive
Football Manager 2009	10540		NA	0	NA	NA	130	440	NA		
Football Manager 2010	34000	Sports, Simulation	NA	0	NA	NA	321	524	NA	Sports Interactive	SEGA
Football Manager 2011	34220		NA	0	NA	NA	343	693	NA		
Football Manager 2012	71270	Sports	NA	0	NA	NA	416	503	NA	Sports Interactive	SEGA
Football Manager 2015	295270	Simulation, Sports	Sports, Simulation, Soccer, Management, Football, Strategy, Multiplayer, Singleplayer	4202	78.0104712041885	NA	383	819	NA	Sports Interactive	SEGA
Football Manager 2019	872790	Simulation, Sports	Football (Soccer), Simulation, Sports, Management, Football (American), Strategy, Multiplayer, Singleplayer, Addictive, Tactical, Economy, Casual, Real Time Tactics, Free to Play	12410	86.5995165189363	NA	171	452	NA	Sports Interactive	SEGA
Football Manager 2019 Touch	872820	Simulation, Sports	Sports, Simulation, Football (Soccer), Management, Football (American)	393	81.9338422391858	NA	23	0	NA	Sports Interactive	SEGA
Football Manager 2020	1100600	Simulation, Sports	Football (Soccer), Simulation, Sports, Management, Football (American), Multiplayer, Strategy, Singleplayer	31652	89.1349677745482	NA	258	401	NA	Sports Interactive	SEGA
Football Manager 2020 Touch	1100620	Simulation, Sports	Sports, Simulation, Football (Soccer), Management, Football (American)	1005	87.2636815920398	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Sports Interactive	SEGA
Football Manager 2021	1263850	Simulation, Sports	Football (Soccer), Sports, Simulation, Management, Multiplayer, Singleplayer, Football (American), Strategy, Co-op	23612	93.3931899034389	NA	118	0	NA	Sports Interactive	SEGA
Football Manager 2021 Touch	1263860	Simulation, Sports	Simulation, Sports, Management, Singleplayer, Football (American), Football (Soccer)	667	88.9055472263868	NA	78	0	NA	Sports Interactive	SEGA
Football Manager 2022	1569040	Simulation, Sports	Football (Soccer), Sports, Management, Simulation, Football (American), Real Time Tactics, Strategy, Multiplayer, e-sports, Character Customization, 2D, 3D, Singleplayer, Text-Based	19963	92.5061363522517	NA	49	0	NA	Sports Interactive	SEGA
Football Manager Touch 2017	482750	Simulation, Sports	Sports, Simulation, Football	139	79.136690647482	NA	78	0	NA	Sports Interactive	SEGA
Football Manager Touch 2018	624120	Simulation, Sports	Sports, Simulation, Football (Soccer), Management, Football (American)	184	69.5652173913043	NA	18	0	NA	Sports Interactive	SEGA
Football Russian 20!8	794190	Casual, Indie, Simulation, Sports	Football (Soccer), Sports, Casual, Simulation, Indie, Atmospheric, Relaxing, Memes, Singleplayer, Realistic, Music, Arcade, Survival, Spectacle fighter, 3D, Psychological Horror, Funny, 1980s, 1990's, Time Travel	71	83.0985915492958	NA	0	1	NA	Laush Dmitriy Sergeevich	Laush Studio
Forbidden Planet	434610	Indie, Strategy	Indie, Strategy, Space, Tower Defense	297	49.1582491582492	NA	0	2	NA	Faton	Faton
Forged Battalion	686260	Indie, Simulation, Strategy	Strategy, RTS, Simulation, Indie, Multiplayer, Singleplayer	1050	58.7619047619048	NA	8	0	NA	Petroglyph	Team17 Digital Ltd
For Honor - Public Test	654310		NA	0	NA	NA	NA	NA	NA		
FortressV2	1279580	Action, Casual, Indie, Sports, Strategy, Early Access	Early Access, Action, Bullet Hell, Sports, Strategy, Colorful, Tanks, Family Friendly, Battle Royale, PvP, Multiplayer, Shooter, Co-op, Casual, Turn-Based Tactics, Online Co-Op, Indie, Singleplayer, Real Time Tactics, Combat	491	61.9144602851324	NA	NA	NA	NA	RETIAD	COWON
Forts	410900	Action, Indie, Strategy	Base-Building, Physics, Multiplayer, Destruction, Building, Strategy, Moddable, Sandbox, Memes, Action, 2D, Military, Funny, Level Editor, Indie, Singleplayer, Tactical, Retro, Pixel Graphics, Lemmings	14248	91.577765300393	NA	8	0	NA	EarthWork Games	EarthWork Games
Fragile Allegiance	383100	Strategy	Strategy, Space, Retro, Classic, Wargame	87	95.4022988505747	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Gremlin Interactive, Interplay Entertainment	Alternative Software Ltd
Fred3ric	1269030	Action, Adventure, Casual, Indie, Simulation	Action, Adventure, Indie, Casual, Simulation, Music, Rhythm, Fast-Paced	33	66.6666666666667	NA	1	2	NA	Forever Entertainment S. A.	Forever Entertainment S. A.
Freedom Force	8880	RPG, Strategy	RPG, Strategy, Superhero, Real-Time with Pause, Singleplayer, Comic Book, Classic, Multiplayer, Tactical	477	55.3459119496855	NA	17	26	NA	Irrational Games	2K
Freedom Force vs. the 3rd Reich	8890	RPG, Strategy	RPG, Strategy, Superhero, Real-Time with Pause, Comic Book, World War II	246	84.5528455284553	NA	11	34	NA	Irrational Games	2K
FreeFlight	777000	Casual, Indie, Simulation, Early Access	Indie, Casual, Simulation, Early Access	4	25	NA	NA	NA	NA	aptk	aptk
Free Kick X	1485450	Sports	Sports, Sexual Content, Casual, Football (Soccer), Nudity, e-sports, 3D, 3D Platformer, Hentai, Anime, Mature, NSFW, Mouse only, Singleplayer, Relaxing, Indie, Space, Futuristic, Platformer	42	85.7142857142857	NA	NA	NA	NA	Seito Games	Seito Games
Freud Gate	1161270	Casual, Indie, RPG	Casual, Indie, RPG, Walking Simulator	388	78.3505154639175	NA	0	2	NA	Sailors Moon Studios	Sailors Moon
Frog Demon	810770	Action, Adventure, Casual, Indie	Casual, Indie, Action, Adventure, Platformer, Arcade, Assassin, Underground, Soundtrack, Controller, Family Friendly, Cute, Replay Value, Dark Fantasy, Quick-Time Events, Singleplayer, Funny, 2D, Great Soundtrack, Foreign	34	35.2941176470588	NA	NA	NA	NA	White Dog Games	SA Industry
From the darkness	1517340	Adventure, Indie	Horror, Psychological Horror, Indie, Dark, First-Person, Walking Simulator, Adventure, Multiplayer, Atmospheric, Survival Horror, 3D, Singleplayer, Linear, Realistic, Violent, Mystery, Co-op	1819	91.0940076965366	NA	1	2	NA	N4bA	N4bA
From The Sky	895430	Adventure, Casual, Indie	Casual, Indie, Adventure, Female Protagonist, Arcade, Difficult, Singleplayer, Music, Classic, Great Soundtrack	46	17.3913043478261	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Valkyrie	Valkyrie Games
FUCK PUTIN	1926680		NA	0	NA	NA	Sin registro de tiempo	Sin registro de tiempo	NA		
Future Proof	844130	Adventure, Indie	Adventure, Indie, Time Travel, 2D, Mystery, Casual, Puzzle, Classic, Funny, Time Management, RPGMaker	70	88.5714285714286	NA	1	6	NA	Silhouette Valley Games	Silhouette Valley Games
Gabriel Knight 2: The Beast Within	496760	Adventure	Adventure, FMV, Mystery, Point & Click, Story Rich, Classic, 1990's, Werewolves, Detective, Atmospheric, Supernatural, Puzzle	193	91.1917098445596	NA	14	17	NA	Sierra On-Line	Activision
Gabriel Knight 3: Blood of the Sacred, Blood of the Damned	497360	Adventure	Adventure, Point & Click, Mystery, 1990's, Classic, Story Rich, Third Person, Detective	89	55.0561797752809	NA	13	18	NA	Sierra On-Line	Activision
Gabriel Knight: Sins of the Fathers	495700	Adventure	Adventure, Point & Click, Classic, Mystery, Story Rich, Pixel Graphics, 1990's, Atmospheric, Detective, Horror, Puzzle, Dark, Noir	133	87.9699248120301	NA	11	13	NA	Sierra On-Line	Activision
GAIN	458450	Action, Indie	Action, Indie, Stealth, First-Person, Difficult	47	27.6595744680851	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Worldgame entertainement	Worldgame entertainment 
Galactic Civilizations I: Ultimate Edition	214150	Indie, Strategy	4X, Grand Strategy, Strategy, PvE, Turn-Based, Difficult, Turn-Based Strategy, 2D, Sandbox, Top-Down, Space, Sci-fi, Diplomacy, Building, Artificial Intelligence, Aliens, Futuristic, Resource Management, Singleplayer, Addictive	243	46.9135802469136	NA	11	0	NA	Stardock Entertainment	Stardock Entertainment
Galactic Civilizations II: Ultimate Edition	202200	Indie, Strategy	4X, Grand Strategy, Turn-Based, Turn-Based Strategy, 3D, Strategy, Top-Down, Base-Building, Sandbox, Sci-fi, Diplomacy, Management, Building, Moddable, Space, Artificial Intelligence, War, Aliens, Futuristic, Combat	1516	76.3852242744063	NA	22	0	NA	Stardock Entertainment	Stardock Entertainment
Galcon Fusion	44200	Indie, Strategy	Strategy, Indie, RTS, Space, Sci-fi, Multiplayer, Casual, Singleplayer	150	76.6666666666667	NA	1	0	NA	Hassey Enterprises, Inc.	Hassey Enterprises, Inc.
Game of Thrones - A Telltale Games Series	330840	Adventure	Story Rich, Episodic, Adventure, Choices Matter, Fantasy, Point & Click, Singleplayer, Atmospheric, Medieval, Choose Your Own Adventure, Interactive Fiction, Based On A Novel, Mature, Nudity, Gore, Female Protagonist, Dragons, War, Casual, Third Person	10527	75.919065260758	NA	12	13	NA	Telltale Games	Telltale Games
Gare Sapphire Mechs	359090	Action, Indie	Action, Indie, Top-Down Shooter	46	65.2173913043478	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Prexen Studios	Prexen Studios
Garfield Kart	362930	Racing	Cult Classic, Combat Racing, Competitive, Racing, Action, Multiplayer, Family Friendly, Singleplayer, Sports, Casual, Beautiful, Classic, Comedy, Replay Value, Cute, Capitalism, Aliens, Co-op, Tactical, Platformer	13206	88.2932000605785	NA	2	27	NA	Artefacts Studio	Microids
Garfield Kart - Furious Racing	1085510	Racing	Cult Classic, Racing, Great Soundtrack, Multiplayer, Family Friendly, Cartoony, Classic, Competitive, Singleplayer, Cats, Capitalism, Action, Funny, Cute, Comedy, Arcade, Casual, Third Person, Split Screen, Local Multiplayer	11530	88.1786643538595	NA	2	13	NA	Artefacts Studio	Microids
Gay World	776340	Casual, Indie, Simulation	Simulation, Indie, Casual, LGBTQ+, Sexual Content, Psychological Horror, Memes, Anime	715	83.2167832167832	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Nikita \Ghost_RUS\	Ghost_RUS Games
Geometry Wars 3: Dimensions Evolved	310790	Action	Action, Twin Stick Shooter, Arcade, Shoot 'Em Up, Bullet Hell, Great Soundtrack, Local Co-Op, Local Multiplayer, Shooter, Difficult, Multiplayer, Retro, Score Attack, Co-op	1382	89.7250361794501	NA	8	22	NA	Lucid Games, Aspyr (Linux)	Sierra, Activision, Aspyr (Linux)
German Fortress 3D	664350	Action, Indie	Indie, Action, FPS, Retro, World War II	53	35.8490566037736	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Nikita \Ghost_RUS\	Ghost_RUS Games
GET EVEN	299950	Action, Indie	Action, Psychological Horror, Mystery, FPS, Story Rich, Indie, First-Person, Horror, Thriller, Detective, Psychological, Dark, Shooter, Adventure, Great Soundtrack, Exploration, Mature, Walking Simulator, Drama, Psychedelic	1524	76.3123359580052	NA	7	16	NA	The Farm 51	BANDAI NAMCO Entertainment
Getting Over It with Bennett Foddy	240720	Action	Psychological Horror, Difficult, Singleplayer, Physics, Horror, Funny, Philosophical, Platformer, Indie, Casual, Survival Horror, Dark Humor, Adventure, Replay Value, Action, Comedy, Story Rich, Strategy, Great Soundtrack, Third Person	56115	82.844159315691	NA	7	29	NA	Bennett Foddy	Bennett Foddy
Ghost Pirates of Vooju Island	344030	Adventure, Casual	Adventure, Casual, Point & Click, Pirates, Funny	75	54.6666666666667	NA	6	18	NA	Autumn Moon	Viva Media
Global Ops: Commando Libya	200020	Action	Action, Third-Person Shooter, Third Person, Shooter	370	40.5405405405405	NA	4	5	NA	Spectral Games	Immanitas Entertainment GmbH
Gloom	619280	Action, Adventure, Indie	Indie, Action Roguelike, Action, Lovecraftian, Adventure, Rogue-like, 2D, Rogue-lite, Difficult, Pixel Graphics, Great Soundtrack, Atmospheric, Side Scroller, Souls-like, Perma Death, Procedural Generation, Dark, Story Rich	556	82.9136690647482	NA	6	22	NA	Hunchback Studio	Hunchback Studio
Gloom	766040	Casual, Indie, Strategy	Strategy, Casual, Indie, Card Game, Board Game	163	36.1963190184049	NA	6	22	NA	Sky Ship Studios	Sky Ship Studios
Glowfish	60350	Adventure, Casual, Indie	Casual, Adventure, Indie, Underwater	139	87.0503597122302	NA	6	13	NA	MumboJumbo	MumboJumbo
GOAT OF DUTY	555000	Action, Early Access	Early Access, FPS, Multiplayer, Shooter, Action, Arena Shooter, Comedy, Fast-Paced, Funny, First-Person, PvP, Parkour, Memes, Dark Humor, Sci-fi, Violent, Destruction, Dark Comedy, Parody , Physics	3520	86.6477272727273	NA	2	38	NA	34BigThings srl	
GODS Remastered	628720	Action	Action, Platformer, 2D, Retro, Classic, Remake	151	80.794701986755	NA	4	4	NA	Robot Riot UG (haftungsbeschränkt)	Robot Riot UG (haftungsbeschränkt)
Goetia	421740	Adventure, Indie	Indie, Adventure, Point & Click, Puzzle, Female Protagonist, Gothic, Horror, Mystery, Atmospheric, 2D, Supernatural, Story Rich, Singleplayer, Difficult	662	77.7945619335348	NA	7	9	NA	Sushee	Forever Entertainment S. A.
Golazo! Soccer League	1431040	Casual, Sports	Sports, Casual, Arcade, e-sports, 3D, Cartoon, Cartoony, Colorful, Minimalist, PvP, Physics, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Singleplayer, 4 Player Local, Football (Soccer), Co-op Campaign	181	80.6629834254144	NA	1	0	NA	Purple Tree S R L	Purple Tree S R L
Good Boy!	840440	Sexual Content, Action, Adventure, Indie, Racing, Simulation, Sports	2D, Platformer, Sexual Content, Action, Adventure, Indie, Simulation	24	58.3333333333333	NA	NA	NA	NA	FastGame	FastGame
Goose Goose Duck	1568590		NA	0	NA	NA	Sin registro de tiempo	Sin registro de tiempo	NA		
Goth Dating Sim 2022	1892770		NA	0	NA	NA	NA	NA	NA		
Gothic 1 Classic	65540	Action, RPG	RPG, Open World, Classic, Atmospheric, Singleplayer, Fantasy, Gothic, Third Person, Action, Medieval, Adventure, Story Rich, Dark Fantasy, Magic, Great Soundtrack, Action RPG, Retro, Difficult, Choices Matter, Nostalgia	10928	92.2584187408492	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Piranha Bytes	THQ Nordic
Gothic 3	39500	Action, RPG	RPG, Open World, Fantasy, Action, Atmospheric, Third Person, Singleplayer, Medieval, Gothic, Adventure, Great Soundtrack, Story Rich, Magic, Action RPG, Sandbox, Classic, First-Person, Dark Fantasy, Replay Value, Exploration	8902	82.4421478319479	NA	45	122	NA	Piranha Bytes	THQ Nordic
Gothic 3 Forsaken Gods Enhanced Edition	65600	RPG	RPG, Open World, Action, Singleplayer, Adventure, Gothic, Fantasy, Third Person, Atmospheric, Action RPG	996	50.9036144578313	NA	16	31	NA	Trine Studios, G3 Community Patch Team, Mad Vulture Games	THQ Nordic
Gothic II: Gold Classic	39510	Action, RPG	RPG, Classic, Open World, Atmospheric, Singleplayer, Gothic, Fantasy, Story Rich, Dark Fantasy, Action, Third Person, Medieval, Replay Value, Adventure, Great Soundtrack, Difficult, Dragons, Action RPG, Magic, Pirates	11083	93.0614454570062	NA	35	86	NA	Piranha Bytes	THQ Nordic
Gothic Playable Teaser	950670	RPG	RPG, Singleplayer, Gothic, Atmospheric, Third Person, Exploration, Medieval, Gore, Fantasy, Action, Action RPG, Open World, Dark Fantasy, Multiplayer	13989	72.1852884409179	NA	2	4	NA	THQ Nordic Barcelona	THQ Nordic
Grandpa and the Zombies	732390	Casual, Strategy	Strategy, Casual	3	100	NA	NA	NA	NA	The Web Production	Tivola
Grand Theft Auto: San Andreas	12120	Action	Open World, Action, Crime, Classic, Automobile Sim, Third Person, Multiplayer, Singleplayer, Shooter, Driving, Story Rich, Adventure, Sandbox, Mature, Great Soundtrack, Third-Person Shooter, Moddable, Atmospheric, Funny, Comedy	78068	91.7123533329918	NA	30	78	NA	Rockstar Games	Rockstar Games
Grand Theft Auto: Vice City	12110	Action	Open World, Action, Automobile Sim, 1980s, Classic, Great Soundtrack, Crime, Third Person, Singleplayer, Driving, Sandbox, Atmospheric, Third-Person Shooter, Violent, Shooter, Adventure, Mature, Music, Funny, Multiplayer	27097	92.5268479905525	NA	18	41	NA	Rockstar Games	Rockstar Games
Grand Theft Auto III	12100	Action	Open World, Action, Automobile Sim, Classic, Third Person, Crime, Singleplayer, Driving, Sandbox, Shooter, Third-Person Shooter, Great Soundtrack, Violent, Adventure, Atmospheric, Silent Protagonist, Mature, Story Rich, Multiplayer, Moddable	13304	86.3574864702345	NA	15	40	NA	Rockstar Games	Rockstar Games
Grand Theft Auto IV: The Complete Edition	12210	Action, Adventure	Open World, Action, Automobile Sim, Multiplayer, Crime, Third Person, Adventure, Singleplayer, Third-Person Shooter, Sandbox, Moddable, Shooter, Physics, Atmospheric, Classic, Funny, Dark Humor, Gore, Co-op, Satire	117380	78.5670471971375	NA	33	100	NA	Rockstar North, Rockstar Toronto	Rockstar Games
GRAV	332500	Action, Adventure, Indie, RPG, Early Access	Open World Survival Craft, Survival, Open World, Base-Building, Sandbox, Multiplayer, Crafting, Space, Adventure, Co-op, Action, RPG, Early Access, Sci-fi, Third Person, Indie, Shooter, Massively Multiplayer, Singleplayer, Futuristic	6885	48.3369644153958	NA	11	0	NA	BitMonster, Inc.	BitMonster, Inc.
Grav Blazer	657590	Action, Casual, Indie	Action, Casual, Indie, 2D, Sci-fi, Singleplayer, Arcade, Shooter, Shoot 'Em Up, Top-Down Shooter, Space, Bullet Hell, Colorful, Aliens, Hex Grid, Procedural Generation, Score Attack, Fast-Paced, Great Soundtrack	113	51.3274336283186	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Ripknot Systems	Ripknot Systems
Grav Blazer Squared	703530	Action, Casual, Indie	Bullet Hell, Shoot 'Em Up, Shooter, Arcade, 2D, Procedural Generation, Action, Casual, Colorful, Sci-fi, Space, 1980s, Aliens, Retro, Singleplayer, Fast-Paced, Indie, Top-Down Shooter, Adventure	56	39.2857142857143	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Ripknot Systems	Ripknot Systems
Grey Skies: A War of the Worlds Story	1283770	Action, Adventure, Indie	Stealth, Atmospheric, Survival, Action-Adventure, Female Protagonist, Character Customization, Third Person, Strategy, Zombies, Noir, Post-apocalyptic, Action, Story Rich, Space, Sci-fi, Tactical, Real Time Tactics, Psychological, Robots, Crafting	102	37.2549019607843	NA	0	5	NA	Steel Arts Software	Steel Arts Software
